report,technique_id,technique_name,score,flagged,instances,sections,best_evidence
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1568.002,Domain Generation Algorithms,60,1,2,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,ustechnio series
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1584.002,DNS Server,60,0,1,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,shifted to a hostmaza
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583,,50,0,0,,
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1678,Delay Execution,50,0,1,BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,"setTimeout(() => location.reload(), 1000);"
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1189,Drive-by Compromise,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,malicious service
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1195,Supply Chain Compromise,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Delivery Chain,delivery chain
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1583.008,Malvertising,20,1,2,BengalSEO Part 1: Anatomy of the Operation > Case Summary | BengalSEO Part 1: Anatomy of the Operation > SEO Capabilities Analysis > DOM Injection,SEO poisoning
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1588,,20,0,0,,
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1588.004,Digital Certificates,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Timeline and Trend Analysis,SSL/TLS certificate
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1590,,20,0,0,,
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1590.001,Domain Properties,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Domain & Certificate Registration,campaign patterns
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1591,Gather Victim Org Information,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Case Summary,gathering information
dfir-2026-08-24-bengalseo-part-1-anatomy-of-the-operation,T1608.004,Drive-by Target,20,1,1,BengalSEO Part 1: Anatomy of the Operation > Traffic Distribution System,malicious landing page
