report,technique_id,technique_name,confidence,flagged,chunk_id,heading_path,evidence,reason
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1210,Exploitation of Remote Services,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,exploit Zerologon,The threat actor exploited Zerologon (CVE-2020-1472) against domain controllers.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.006,DCSync,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,NTLM hashes,The threat actor used NTLM hashes during lateral movement after compromising a domain admin account.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1190,Exploit Public-Facing Application,70,0,307e6c2b-0c68-49d3-a719-700070ba8c31:5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,exploit PrintNightmare,The threat actor attempted to exploit PrintNightmare (CVE-2021-34527) using rpcdump.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,95,0,307e6c2b-0c68-49d3-a719-700070ba8c31:5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,LSASS dumping,The threat actor likely compromised the domain admin account through LSASS dumping.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.001,Remote Desktop Protocol,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:6,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,utilizing Impacket wmiexec and RDP,The threat actor used RDP to access additional systems.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:6,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,LSASS dumping,The threat actor was likely compromised through LSASS dumping.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1210,Exploitation of Remote Services,70,0,307e6c2b-0c68-49d3-a719-700070ba8c31:6,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,exploit PrintNightmare,The threat actor exploited PrintNightmare (CVE-2021-34527) using rpcdump.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1105,Ingress Tool Transfer,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:7,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,copying it over SMB,The excerpt describes the threat actor copying ELPACO-team.exe over SMB.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1499.002,Service Exhaustion Flood,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:8,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Analysts,ELPACO-team Ransomware,"The excerpt mentions 'Falling to ELPACO-team Ransomware', indicating a ransomware attack."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1190,Exploit Public-Facing Application,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:9,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,exploited CVE,The threat actor exploited CVE-2023-22527 against an unpatched Atlassian Confluence server.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1210,Exploitation of Remote Services,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:9,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,Suricata alert,The network traffic triggered a Suricata alert from the Emerging Threats open ruleset.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1190,Exploit Public-Facing Application,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:10,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,exploited a slightly,The excerpt explicitly states 'exploited a slightly modified version of the exploit' to run a command.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027.004,Compile After Delivery,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:10,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,downloaded and executed,"The excerpt mentions 'the download of the executable HAHLGiDDb.exe triggered several Suricata alerts', indicating an uncompiled code delivery."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.002,Portable Executable Injection,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:11,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,only imported two,The file HAHLGiDDb.exe was unusual in that it only imported two Windows API functions.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027.004,Compile After Delivery,60,0,307e6c2b-0c68-49d3-a719-700070ba8c31:11,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,contained only the main,The file HAHLGiDDb.exe contained only the main entry point function and one other function.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027.007,Dynamic API Resolution,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:12,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,dynamically at runtime,The excerpt describes the malware resolving Windows library functions dynamically at runtime using hashes for obfuscation.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:12,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,inject a Meterpreter,The excerpt states that the sample attempts to inject a Meterpreter DLL into other processes.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:14,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,DLL file was dropped to disk,The excerpt describes DLL files being injected into processes.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1546,Event Triggered Execution,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:14,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,pipe creation event,The excerpt shows system mechanisms triggering execution based on events.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:15,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,DLL file creation events,The excerpt shows DLL files being created and used by the attacker.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1574.001,DLL,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:16,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,DLL file creation,The excerpt mentions a DLL file creation event.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1057,Process Discovery,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:17,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,PROCESS_ALL_ACCESS,The excerpt describes the Metasploit loader accessing a process and being granted PROCESS_ALL_ACCESS.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1546.009,AppCert DLLs,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:17,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,u1.bat,The excerpt mentions the creation of a batch file u1.bat in the Atlassian\ Confluence folder.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1213.001,Confluence,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:18,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,Confluence was exploited,The excerpt explicitly mentions 'Confluence' being exploited.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1136.001,Local Account,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:19,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,create a new user,The excerpt explicitly describes creating a new local account.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1098.007,Additional Local or Domain Groups,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:19,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,add the user to the admin,The excerpt shows adding the created user to an admin group using net.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1069.001,Local Groups,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:20,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,local group name,The excerpt shows the adversary finding local system groups and permission settings.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1136,Create Account,95,0,307e6c2b-0c68-49d3-a719-700070ba8c31:20,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,user creation,The excerpt explicitly describes the creation of a new user account.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1543.003,Windows Service,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:21,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,install AnyDesk on the system as a service,The threat actor created a Windows service using AnyDesk.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.001,PowerShell,60,0,307e6c2b-0c68-49d3-a719-700070ba8c31:21,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,command line to start the service immediately,The excerpt mentions command-line execution via PowerShell is not mentioned but it does mention command line execution of anydesk.exe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1548.003,Sudo and Sudo Caching,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:22,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,set the unattended,The excerpt shows a command to set unattended access password using AnyDesk.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1574.001,DLL,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:23,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,folder named “Attacker”,The DLL files 'spider.dll' and 'spider_32.dll' were transferred to the Desktop folder.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1136.001,Local Account,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:23,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,add a local user account,The DLL adds a local user account using the NetUserAdd Windows API function.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1574.001,DLL,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:24,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,DllMain function of spider.dll,The excerpt shows a DLL (spider.dll) being used for persistence.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1218.010,Regsvr32,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:24,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,dll being executed using rundll32,"Although no execution was found via rundll32 or regsvr32, the excerpt mentions a DLL (spider.dll) being used."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1068,Exploitation for Privilege Escalation,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:25,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,exploited was running,The threat actor exploited a vulnerability to gain higher-level permissions.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1548,Abuse Elevation Control Mechanism,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:25,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,Named Pipe,The threat actor attempted to elevate privileges using the 'ELEVATE_TECHNIQUE_SERVICE_NAMEDPIPE2' method.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,95,0,307e6c2b-0c68-49d3-a719-700070ba8c31:25,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,DLL Dropped: nbjlop.dll,The threat actor dropped a DLL named nbjlop.dll.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:26,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,reflective DLL Injection,The excerpt mentions 'reflective DLL Injection' to run elevator.dll.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1134.001,Token Impersonation/Theft,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:26,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,Token Duplication,"The excerpt describes the Token Duplication method, which involves duplicating an existing token."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:27,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,LSASS functions,The excerpt mentions accessing credential material stored in the LSASS process memory.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1068,Exploitation for Privilege Escalation,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:28,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,exploit the Zerologon vulnerability,The threat actor attempted to exploit a software vulnerability.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.004,Winlogon Helper DLL,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:28,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,tool named zero.exe,"The tool used is named zero.exe, which is similar in name to Winlogon Helper DLLs."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.001,Remote Desktop Protocol,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:29,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,Remote Desktop Protocol,The threat actor used RDP to access the compromised system.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1685,Disable or Modify Tools,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:29,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,Defender Control,The threat actor executed Defender Control to stop Windows Defender Antivirus Service.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.001,Remote Desktop Protocol,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:30,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,Remote Desktop Protocol (RDP),The excerpt explicitly describes using RDP to log into a computer.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1686,Disable or Modify System Firewall,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:30,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,netsh advfirewall,The excerpt shows modifying Windows Firewall settings using netsh advfirewall commands.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:31,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,remote thread in the Local Security Authority Subsystem,The excerpt describes a remote thread created in lsass.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1078,Valid Accounts,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:31,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,logged-on domain user account,The excerpt mentions obtaining interactive access to a logged-on domain user account.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:32,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,mimikatz.exe accessing lsass.exe,The excerpt shows mimikatz.exe accessing lsass.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.003,Windows Command Shell,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:32,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,a simple batch script named !start.cmd,The excerpt describes the use of a batch script to execute commands.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:33,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,PROCESS_QUERY_LIMITED_INFORMATION,The excerpt describes LSASS process memory being accessed with granted flags 0x1010.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.008,LSASS Driver,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:33,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,different user account,The excerpt mentions mimikatz.exe running from a different user account (a local administrator).
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003,OS Credential Dumping,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:34,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,view the Mimikatz output file,The excerpt shows Mimikatz output being viewed and used to run secretsdump.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1187,Forced Authentication,90,0,307e6c2b-0c68-49d3-a719-700070ba8c31:34,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,secretsdump.exe on the compromised,"The excerpt shows the threat actor running a program named secretsdump.exe, which is likely using NTLM hashes obtained from Mimikatz."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,70,0,307e6c2b-0c68-49d3-a719-700070ba8c31:34,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,ProcessHacker.exe accessing lsass,"The excerpt shows ProcessHacker accessing lsass.exe as SYSTEM, which is typical for tools attempting to dump credentials from LSASS."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.006,DCSync,60,0,307e6c2b-0c68-49d3-a719-700070ba8c31:34,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,NTLM hashes as authentication,"The excerpt shows the threat actor using NTLM hashes as authentication, which is a sign of DCSync abuse."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.006,Python,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:35,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,Python script,The excerpt explicitly mentions Python commands and scripts being executed.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.004,LSA Secrets,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:35,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,LSA Secrets,The excerpt describes the adversary attempting to access LSA secrets.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.003,NTDS,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:36,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,NTDS.dit via vssadmin,The excerpt describes accessing NTDS.dit for credential information.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1036.007,Double File Extension,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:37,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,sessionresume_,The excerpt shows a file with a suspicious filename pattern.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1087,Account Discovery,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:38,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,whoami,The excerpt mentions 'whoami' and directory listings to enumerate valid accounts.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1087,Account Discovery,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:39,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,directory listings,The excerpt lists commands used to perform directory listings under 'c:\\' path.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1033,System Owner/User Discovery,60,0,307e6c2b-0c68-49d3-a719-700070ba8c31:39,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,whoami command,The excerpt mentions the use of 'whoami' command to ascertain privileges.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1049,System Network Connections Discovery,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:40,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,list members,The threat actor used the net.exe command to list members of the local 'Administrators' group.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1595.001,Scanning IP Blocks,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:40,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,initiated a scan,The excerpt describes scanning ports on a subnet using netscan.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1210,Exploitation of Remote Services,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,rpcdump.exe,The excerpt describes exploiting a software vulnerability (PrintNightmare) using rpcdump.exe.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1057,Process Discovery,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,enumerate RCP endpoints,The excerpt mentions the threat actor attempting to enumerate RCP endpoints available on two IP addresses.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.002,SMB/Windows Admin Shares,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,SMB access (read/write),The excerpt describes using a 'Domain Admin' level account to interact with a remote network share using SMB.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1040,Network Sniffing,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,netscan file ‘delete[.]me’,"The excerpt mentions netscan being dropped to the desktop and scanning profile, but does not explicitly show sniffing network traffic."
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1654,Log Enumeration,80,0,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,findstr /C:”MS-RPRN” /C:”MS-PAR”,The excerpt describes the threat actor attempting to enumerate system and service logs using a batch script.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.001,Remote Desktop Protocol,20,1,307e6c2b-0c68-49d3-a719-700070ba8c31:41,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,using a similar pattern (netscan being dropped),The excerpt describes the threat actor acquiring a ‘Domain Admin’ level account using a similar pattern to previous SMB access.
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1105,Ingress Tool Transfer,100,0,307e6c2b-0c68-49d3-a719-700070ba8c31:43,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Lateral Movement,file transfer has been initiated,The threat actor transferred wmiexec.exe from their machine to the victim machine.
