report,technique_id,technique_name,score,flagged,instances,sections,best_evidence
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1098.007,Additional Local or Domain Groups,90,0,1,Confluence Exploit Leads to LockBit Ransomware > Persistence,added to the local “Administrator” group
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1221,Template Injection,90,0,1,Confluence Exploit Leads to LockBit Ransomware > Initial Access,inject malicious Object-Graph Navigation Language (OGNL)
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1685,,90,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1685.005,Clear Windows Event Logs,90,0,1,Confluence Exploit Leads to LockBit Ransomware > Defense Evasion,clear-log Clear a log
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1003,OS Credential Dumping,80,1,2,Confluence Exploit Leads to LockBit Ransomware > Credential Access,Sysmon event code 10 showed that Mimikatz accessed the LSASS process
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1048,Exfiltration Over Alternative Protocol,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Exfiltration,to mega (Mega.nz)
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1049,System Network Connections Discovery,80,1,2,Confluence Exploit Leads to LockBit Ransomware > Command and Control | Confluence Exploit Leads to LockBit Ransomware > Discovery,NetScan was then utilized
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1072,Software Deployment Tools,80,0,2,Confluence Exploit Leads to LockBit Ransomware > Impact,PDQ Deploy
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1090,,80,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1090.002,External Proxy,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Privilege Escalation,proxy connection
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1105,Ingress Tool Transfer,80,0,2,Confluence Exploit Leads to LockBit Ransomware > Case Summary,download AnyDesk
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1136,,80,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1136.001,Local Account,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Persistence,The user “backup” was created
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1140,Deobfuscate/Decode Files or Information,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Execution,Base64 decode the resulting string.
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1203,Exploitation for Client Execution,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Initial Access,exploit this vulnerability
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1219,Remote Access Tools,80,0,1,Confluence Exploit Leads to LockBit Ransomware > Case Summary,configured with a preset password
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1486,Data Encrypted for Impact,80,1,3,Confluence Exploit Leads to LockBit Ransomware > Case Summary | Confluence Exploit Leads to LockBit Ransomware > Detections > Yara | Confluence Exploit Leads to LockBit Ransomware > Impact,renamed with the .rhddiicoE
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1563,,80,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1563.002,RDP Hijacking,80,0,2,Confluence Exploit Leads to LockBit Ransomware > Case Summary | Confluence Exploit Leads to LockBit Ransomware > Lateral Movement,leveraged SoftPerfect’s NetScan
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1003.005,Cached Domain Credentials,60,0,1,Confluence Exploit Leads to LockBit Ransomware > Privilege Escalation,cleartext credentials
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1016,System Network Configuration Discovery,60,0,1,Confluence Exploit Leads to LockBit Ransomware > Diamond Model Indicators > Behavioral,network configuration
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1027,,60,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1080,Taint Shared Content,60,0,1,Confluence Exploit Leads to LockBit Ransomware > Key Takeaways,copying files over SMB shares
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1020,Automated Exfiltration,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Exfiltration,exfiltration activity
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1027.010,Command Obfuscation,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Detections > Sigma,Potential PowerShell Command
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1033,System Owner/User Discovery,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Diamond Model Indicators > Behavioral,credentials In Files
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1070,,20,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1070.004,File Deletion,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Impact,being deployed over SMB
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1110,,20,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1110.002,Password Cracking,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Diamond Model Indicators > Computed,Veeam-Get-Creds-New
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1518,,20,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1518.002,Backup Software Discovery,20,1,2,Confluence Exploit Leads to LockBit Ransomware > Case Summary | Confluence Exploit Leads to LockBit Ransomware > Diamond Model Indicators > Computed,targeted a backup server
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1555,,20,0,0,,
dfir-2025-02-24-confluence-exploit-leads-to-lockbit-ransomware,T1555.004,Windows Credential Manager,20,1,1,Confluence Exploit Leads to LockBit Ransomware > Credential Access,"Mimikatz accessed the LSASS process, and we can also see subsequent GrantedAccess for Mimikatz"
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1021,Remote Services,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Lateral Movement,Using the proxy capability inside QDoor
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1021.001,Remote Desktop Protocol,100,1,4,Fake Zoom Ends in BlackSuit Ransomware > Case Summary | Fake Zoom Ends in BlackSuit Ransomware > Collection | Fake Zoom Ends in BlackSuit Ransomware > Key Takeaways,On the file server via a RDP session
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1027.015,Compression,100,1,5,Fake Zoom Ends in BlackSuit Ransomware > Case Summary | Fake Zoom Ends in BlackSuit Ransomware > Execution | Fake Zoom Ends in BlackSuit Ransomware > Impact | Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Atomic,fetch two ZIP
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1037,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1037.005,Startup Items,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Persistence,startup entry
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1047,Windows Management Instrumentation,100,0,2,Fake Zoom Ends in BlackSuit Ransomware > Discovery | Fake Zoom Ends in BlackSuit Ransomware > MITRE ATT&CK,Windows Management Instrumentation
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1055,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1055.001,Dynamic-link Library Injection,100,0,2,Fake Zoom Ends in BlackSuit Ransomware > Defense Evasion | Fake Zoom Ends in BlackSuit Ransomware > Execution,DLL was also
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1090,Proxy,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Case Summary,proxy tool
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1090.002,External Proxy,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,proxy used by the threat actor
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1104,Multi-Stage Channels,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,four separate command and control channels
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1127,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1127.001,MSBuild,100,0,3,Fake Zoom Ends in BlackSuit Ransomware > Case Summary | Fake Zoom Ends in BlackSuit Ransomware > Defense Evasion | Fake Zoom Ends in BlackSuit Ransomware > Execution,MSBuild.exe
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1218.010,Regsvr32,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Execution,regsvr32.exe
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1486,Data Encrypted for Impact,100,0,2,Fake Zoom Ends in BlackSuit Ransomware > Case Summary | Fake Zoom Ends in BlackSuit Ransomware > Impact,encrypted the local files
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1526,Cloud Service Discovery,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Atomic,provincial-gaiters-gw.aws-use1.cloud-ara.tyk.io:443
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1537,Transfer Data to Cloud Account,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Exfiltration,upload the rar archives
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1546.010,AppInit DLLs,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Computed,svhost.exe
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1560,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1560.001,Archive via Utility,100,0,6,Fake Zoom Ends in BlackSuit Ransomware > Case Summary | Fake Zoom Ends in BlackSuit Ransomware > Collection | Fake Zoom Ends in BlackSuit Ransomware > Execution | Fake Zoom Ends in BlackSuit Ransomware > Impact,Inno Download Plugin
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1564,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1564.001,Hidden Files and Directories,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Defense Evasion,change the attributes
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1569,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1569.002,Service Execution,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Detections > Sigma,services.exe
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1572,Protocol Tunneling,100,0,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,tunneled RDP sessions
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1574,,100,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1574.001,DLL,100,0,2,Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Computed,UIxMarketPlugin.dll
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1587,,95,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1587.001,Malware,95,0,1,Fake Zoom Ends in BlackSuit Ransomware > Key Takeaways,d3f@ckloader
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1018,Remote System Discovery,90,0,1,Fake Zoom Ends in BlackSuit Ransomware > Discovery,ping <workstation1>
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1049,System Network Connections Discovery,90,0,1,Fake Zoom Ends in BlackSuit Ransomware > Discovery,net view \<IP1>/
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1059,,90,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1059.003,Windows Command Shell,90,0,1,Fake Zoom Ends in BlackSuit Ransomware > Execution,batch script 21.cmd
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1210,Exploitation of Remote Services,90,0,2,Fake Zoom Ends in BlackSuit Ransomware > Detections > Network | Fake Zoom Ends in BlackSuit Ransomware > Key Takeaways,remote services
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1546,,90,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1567,,90,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1567.002,Exfiltration to Cloud Storage,90,0,1,Fake Zoom Ends in BlackSuit Ransomware > Exfiltration,cloud storage service
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1608.001,Upload Malware,85,0,1,Fake Zoom Ends in BlackSuit Ransomware > Key Takeaways,upload them
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1608,,82,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1003,OS Credential Dumping,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Credential Access,attempt to perform credential dumping
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1027.008,Stripped Payloads,80,0,2,Fake Zoom Ends in BlackSuit Ransomware > Detections > Yara,CobaltStrike_Resources_Command_Ps1_v2_5_to_v3_7_and_Resources_Compress_Ps1_v3_8_to_V4_x
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1027.010,Command Obfuscation,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Detections > Yara,CobaltStrike_Sleep_Decoder_Indicator
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1036,,80,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1036.012,Browser Fingerprint,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1098,,80,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1098.007,Additional Local or Domain Groups,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Discovery,"net group ""domain admins"""
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1105,Ingress Tool Transfer,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Case Summary,using PsExec
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1482,Domain Trust Discovery,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Discovery,nltest /domain_trusts
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1546.016,Installer Packages,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Execution,trojanized installer
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1608.005,Link Target,80,0,1,Fake Zoom Ends in BlackSuit Ransomware > Initial Access,"loadlink(), which triggers"
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1027,,70,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1176,,60,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1176.001,Browser Extensions,60,0,1,Fake Zoom Ends in BlackSuit Ransomware > Collection,Here we used Dissect’s Edge browser plugin
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1547,,60,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1547.008,LSASS Driver,60,0,1,Fake Zoom Ends in BlackSuit Ransomware > Credential Access,dllhost.exe process initiated
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1027.007,Dynamic API Resolution,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,Base64 URL-safe decode
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1113,Screen Capture,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Analysts,Fake Zoom
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1218,System Binary Proxy Execution,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Detections > Yara,Windows_Trojan_BruteRatel_5b12cbab
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1485,Data Destruction,20,1,1,Fake Zoom Ends in BlackSuit Ransomware,ends in BlackSuit ransomware
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1496,Resource Hijacking,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,legitimate infrastructure
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1553,,20,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1553.004,Install Root Certificate,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Detections > Network,Observed ZeroSSL
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1557,,20,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1557.001,Name Resolution Poisoning and SMB Relay,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Computed,relay.dll
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1563,,20,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1563.002,RDP Hijacking,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Lateral Movement,leaked their back end hostname
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1566,,20,0,0,,
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1566.002,Spearphishing Link,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Initial Access,cloned webpage
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1584,Compromise Infrastructure,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Command and Control,legitimate infrastructure for their malicious campaigns
dfir-2025-03-31-fake-zoom-ends-in-blacksuit-ransomware,T1674,Input Injection,20,1,1,Fake Zoom Ends in BlackSuit Ransomware > Timeline Indicators > Computed,artillery.mdb
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.001,Remote Desktop Protocol,100,1,8,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,Remote Desktop Protocol (RDP)
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1036.003,Rename Legitimate Utilities,100,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,renamed copy
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1047,Windows Management Instrumentation,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Lateral Movement,wmiexec.exe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.001,Dynamic-link Library Injection,100,1,5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,DLL file was dropped to disk
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1057,Process Discovery,100,0,3,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,PROCESS_ALL_ACCESS
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.001,PowerShell,100,0,3,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,powershell.exe with the -ExecutionPolicy Bypass flag
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.003,Windows Command Shell,100,0,3,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File,processhacker-2.exe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1059.006,Python,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,Python script
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1068,Exploitation for Privilege Escalation,100,0,3,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,exploit the Zerologon vulnerability
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1087,Account Discovery,100,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,whoami
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1098,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1098.007,Additional Local or Domain Groups,100,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Lateral Movement | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,add the user to the admin
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1105,Ingress Tool Transfer,100,0,7,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Network | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Sigma | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Yara,file transfer has been initiated
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1112,Modify Registry,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > MITRE ATT&CK,Modify Registry
