report,technique_id,technique_name,confidence,flagged,chunk_id,heading_path,evidence,reason
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1021.001,Remote Desktop Protocol,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:5,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,used RDP,The threat actor used RDP to connect to hosts.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1105,Ingress Tool Transfer,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:5,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,transferred the resulting archives,The threat actor transferred tools (WinSCP) to a compromised environment.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1021.001,Remote Desktop Protocol,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:6,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,used RDP,The threat actor used RDP to move laterally.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:6,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,discovery activity,The threat actor discovered backup software using Grixba and AdFind.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1080,Taint Shared Content,60,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:6,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,transferred the resulting archives,The threat actor transferred archives to a cloud host over unencrypted FTP.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1040,Network Sniffing,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:6,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,during traffic analysis,Traffic analysis revealed retrieval of credentials during the transfer.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:7,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,reconnaissance commands,The threat actor enumerated remote hosts through various reconnaissance commands.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1587.001,Malware,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:7,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,Grixba tooling,The excerpt mentions the Grixba tooling associated with the Play ransomware group.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1608.001,Upload Malware,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:7,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,netscan discovery,The threat actor dropped the results of prior netscan discovery that appeared to contain data from a company...
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1679,Selective Exclusion,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:7,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,links to three,The excerpt mentions indicators showing links to three different ransomware operations.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1546.016,Installer Packages,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:9,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Initial Access,copy that file instead,The excerpt describes using an installer to copy a modified file.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1190,Exploit Public-Facing Application,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:10,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Initial Access,This behavior matches,The excerpt mentions a vulnerability being exploited.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1588.003,Code Signing Certificates,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:11,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,signed with,The EarthTime.exe binary was signed with a revoked certificate.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1553.004,Install Root Certificate,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:11,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,compromised or fraudulent,"Brave Pragmatic Network Technology Co., Ltd. appears to be a compromised or fraudulent certificate authority."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1036.008,Masquerade File Type,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:12,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,masquerade,The excerpt describes a file named 'EarthTime.exe' being masqueraded.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1588.003,Code Signing Certificates,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:12,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,code signing,The excerpt mentions the use of code signing certificates issued by GlobalSign GCC R45 EV CodeSigning CA 2020.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1127.001,MSBuild,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:13,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,MSBuild.exe is a legitimate binary,The excerpt mentions MSBuild.exe being executed with no command-line arguments.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1571,Non-Standard Port,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:13,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,communicated with _45.141.87.55_ on ports 9000 and 15647,The excerpt reports the malicious process communicating on ports 9000 and 15647.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.001,DLL,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:14,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,WakeWordEngine.dll,The excerpt shows the use of a malicious DLL to evade defenses.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1218.011,Rundll32,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:15,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,rundll32.exe,The excerpt explicitly mentions 'rundll32.exe' being used to execute the DLL.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.001,DLL,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:15,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,DLL was deployed,The excerpt describes a DLL (WakeWordEngine.dll) being deployed and executed on multiple systems.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1055.001,Dynamic-link Library Injection,60,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:15,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,references to PowerShell,"Memory analysis found strings within the DLL showing references to 'PowerShell' and 'ntdll.dll's LdrLoadDll function.', which suggests DLL injection."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1127.001,MSBuild,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:16,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,MSBuild.exe,The excerpt explicitly mentions MSBuild.exe being used to write ccs.exe to disk.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1218.011,Rundll32,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:17,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,rundll32.exe,The excerpt explicitly mentions using rundll32.exe to execute VHD.dll.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1055.001,Dynamic-link Library Injection,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:17,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,injecting itself,The excerpt describes ccs.exe injecting itself into running processes' memory.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1218.011,Rundll32,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:18,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,rundll32.exe,The excerpt explicitly mentions using rundll32.exe to execute vhd.dll.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.001,DLL,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:18,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,a suspicious DLL (vhd.dll),The excerpt mentions using a DLL (vhd.dll) for malicious purposes.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1036.003,Rename Legitimate Utilities,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:19,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Persistence,ChromeAlt_dbg.exe,The threat actor renamed a legitimate utility to masquerade as another.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1547.009,Shortcut Modification,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:19,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Persistence,ChromeAlt_dbg.lnk,The threat actor created a shortcut file to execute the renamed executable.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1136.001,Local Account,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:20,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,created a new local user,The threat actor created a new local user account.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1078.003,Local Accounts,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:20,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,added this newly created account,The threat actor added the newly created account to the Administrators group.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1548.002,Bypass User Account Control,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:20,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,utilizing the “-s” parameter,The adversaries used PsExec utility with the ‘-s’ parameter.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1036,Masquerading,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:21,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,masquerading,The excerpt describes two binaries masquerading as products from reputable security vendors.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1608.001,Upload Malware,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:21,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,written to %AppData%\Local\Temp,The excerpt mentions the SectopRAT binary being written to a temporary directory and injected into an MSBuild.exe process.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1036.005,Match Legitimate Resource Name or Location,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:21,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,mimicking Avast Antivirus,The excerpt describes the malware's metadata mimicking SentinelOne and Avast Antivirus products.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1112,Modify Registry,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:22,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,modify critical registry keys,The excerpt describes modifying registry keys to disable Windows Defender.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1070.006,Timestomp,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:23,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,timestomping activities,The excerpt explicitly describes modifying file timestamps.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003,OS Credential Dumping,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:24,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,extract credentials,The excerpt mentions 'dumping' credentials from a Veeam database.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:24,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,Veeam database credential dumping,The excerpt describes the threat actor executing a script on the backup server to extract credentials from a Veeam database.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1059.001,PowerShell,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:25,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,PowerShell’s script block logging feature,The excerpt explicitly mentions PowerShell scripts being executed.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1552.002,Credentials in Registry,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:25,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,query the Windows Registry,The excerpt shows the adversary searching the Registry for credentials.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1505.001,SQL Stored Procedures,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:26,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,establishes a connection,The script establishes a connection to the SQL Server database.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003.006,DCSync,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:27,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,DCSync,The excerpt describes a DCSync attack using a privileged account.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1556.002,Password Filter DLL,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:27,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,ProtectedStorage,The excerpt shows the use of Veeam's ProtectedStorage class to decrypt passwords.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003.001,LSASS Memory,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:28,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,accessed the LSASS,The backdoor accessed LSASS process memory to harvest credentials.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1556.005,Reversible Encryption,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:28,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,credential dumping,The Betruger backdoor is multifunctional and includes modules designed for credential dumping.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1082,System Information Discovery,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:29,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,_net user_ and _net group_,The excerpt lists various commands used to gather system information.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1057,Process Discovery,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:29,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,_whoami_,"The excerpt mentions the execution of _whoami_, which is a process discovery command."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1039,Data from Network Shared Drive,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:29,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,suspicious hidden files,The excerpt describes suspicious hidden files written in the user's Downloads directory.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1595.002,Vulnerability Scanning,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:30,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,scans computer networks,The excerpt describes Grixba scanning computer networks for installed software.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:30,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,security programs,"Grixba specifically looks for security programs, antivirus software, and backup tools."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1071.004,DNS,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:31,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"_GT_NET.exe_ generated 3,861 internal DNS queries",_GT_NET.exe_ generated DNS queries.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1049,System Network Connections Discovery,60,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:31,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,targeted destination port 135,The majority of connections targeted destination port 135 (Microsoft RPC).
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1070.004,File Deletion,60,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:32,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,creation of a file,The excerpt shows the creation of a file called 'delete.me' on the C$ share.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.007,Path Interception by PATH Environment Variable,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:32,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,checkwrite flag,The excerpt mentions the checkwrite flag being enabled in netscan.xml.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1059,Command and Scripting Interpreter,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:33,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,using PsExec,The excerpt mentions using PsExec to run scripts remotely.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1021.001,Remote Desktop Protocol,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:33,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,enabling RDP,The excerpt explicitly states enabling RDP access.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1071.004,DNS,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:34,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,DNS A record queries,The excerpt mentions DNS A record queries to enumerate internal domain hosts.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1071.004,DNS,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:35,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"1,271 internal DNS A requests","The excerpt mentions '1,271 internal DNS A requests' made by sh.exe."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1202,Indirect Command Execution,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:35,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,command line parameters shown below,"The excerpt describes SharpHound being executed with command line parameters, indicating indirect command execution."
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1059.001,PowerShell,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:36,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,PowerShell Script Block,The excerpt shows PowerShell commands being executed.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1083,File and Directory Discovery,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:36,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"C:\
Users\\Public\\Music\\_directory",The excerpt lists specific directories and files being enumerated.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1482,Domain Trust Discovery,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:36,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"query the CN=Subnets,CN=Sites,CN=Configuration partition",The excerpt shows the threat actor querying domain trust relationships.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1083,File and Directory Discovery,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:37,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,_wordpad.exe_,The threat actor enumerated files and directories using _wordpad.exe_.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1039,Data from Network Shared Drive,90,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:37,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,multiple files,The threat actor accessed the contents of multiple files on network shares.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:37,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,insurance policy document,The threat actor viewed an insurance policy document covering cyber intrusions.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1021.001,Remote Desktop Protocol,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:38,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Lateral Movement,Remote Desktop Protocol,The excerpt explicitly states 'The adversary primarily relied on Remote Desktop Protocol (RDP) for lateral movement throughout the compromised network.'
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1047,Windows Management Instrumentation,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:39,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Lateral Movement,WmiPrvSE.exe,The excerpt explicitly mentions WMI and its usage.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1033,System Owner/User Discovery,80,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:39,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Lateral Movement,enumerating specific user accounts,The excerpt describes the adversary enumerating user accounts.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1560.001,Archive via Utility,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:40,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection,used WinRAR.exe,The threat actor used WinRAR.exe to zip victim files.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1080,Taint Shared Content,20,1,7aa246b7-ea1b-4517-bc5f-02f9db40f685:40,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection,deployed a tool named FS64.exe,The threat actor deployed a tool named FS64.exe on the backup server.
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1105,Ingress Tool Transfer,100,0,7aa246b7-ea1b-4517-bc5f-02f9db40f685:41,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection,_FS64.exe_,The threat actor deployed a tool named _FS64.exe_ for automating file collection.
