report,technique_id,technique_name,score,flagged,instances,sections,best_evidence
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1071.002,File Transfer Protocols,100,0,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Exfiltration,standard FTP commands
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1071.004,DNS,100,0,3,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"1,271 internal DNS A requests"
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1078.003,Local Accounts,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,added this newly created account
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1105,Ingress Tool Transfer,100,1,4,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Detections > Sigma | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Key Takeaways,_FS64.exe_
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1112,Modify Registry,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion,modify critical registry keys
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1127,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1127.001,MSBuild,100,0,4,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Command and Control > SectopRAT | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Diamond Model Indicators > Atomic | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,MSBuild.exe
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1136,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1136.001,Local Account,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,created a new local user
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1197,BITS Jobs,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Detections > Sigma,BITS Transfer
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1218,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1218.011,Rundll32,100,0,3,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,rundll32.exe
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1482,Domain Trust Discovery,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"query the CN=Subnets,CN=Sites,CN=Configuration partition"
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1505,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1505.001,SQL Stored Procedures,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,establishes a connection
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1518.002,Backup Software Discovery,100,1,5,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,security programs
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1547,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1547.009,Shortcut Modification,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Persistence,ChromeAlt_dbg.lnk
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1548,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1548.002,Bypass User Account Control,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Privilege Escalation,utilizing the “-s” parameter
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1557,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1557.001,Name Resolution Poisoning and SMB Relay,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Diamond Model Indicators > Computed,earthtime.exe
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1560,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1560.001,Archive via Utility,100,0,3,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > MITRE ATT&CK,used WinRAR.exe
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.001,DLL,100,0,4,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Diamond Model Indicators > Computed | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,wakewordengine.dll
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1595,,100,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1595.002,Vulnerability Scanning,100,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,scans computer networks
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1570,Lateral Tool Transfer,95,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Key Takeaways,lateral movement was primarily accomplished through RDP connections
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003.006,DCSync,90,0,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,DCSync attack
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1039,Data from Network Shared Drive,90,1,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,multiple files
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1057,Process Discovery,90,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,_whoami_
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1078,,90,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1571,Non-Standard Port,90,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,communicated with _45.141.87.55_ on ports 9000 and 15647
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1572,Protocol Tunneling,90,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Command and Control > SystemBC,establish a tunnel
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1587,,90,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1587.001,Malware,90,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,Grixba tooling
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1588,,90,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1588.003,Code Signing Certificates,90,0,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,code signing
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003.001,LSASS Memory,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,accessed the LSASS
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1033,System Owner/User Discovery,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Lateral Movement,enumerating specific user accounts
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1036.008,Masquerade File Type,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,masquerade
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1055.001,Dynamic-link Library Injection,80,0,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,injecting itself
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1059,Command and Scripting Interpreter,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,using PsExec
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1070,,80,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1074,Data Staged,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Exfiltration,systematic data archiving
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1078.001,Default Accounts,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,new local account
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1080,Taint Shared Content,80,1,3,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Collection,remotely mounted share
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1082,System Information Discovery,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,_net user_ and _net group_
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1083,File and Directory Discovery,80,0,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,"C:\
Users\\Public\\Music\\_directory"
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1104,Multi-Stage Channels,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Command and Control,Three separate Command
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1202,Indirect Command Execution,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,command line parameters shown below
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1546,,80,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1546.016,Installer Packages,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Initial Access,copy that file instead
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1552,,80,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1552.002,Credentials in Registry,80,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,query the Windows Registry
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1608,,80,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1608.001,Upload Malware,80,1,4,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Command and Control > Betruger | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Defense Evasion | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Key Takeaways,written to %AppData%\Local\Temp
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1037,Boot or Logon Initialization Scripts,70,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,Startup folder
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1204,,70,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1204.002,Malicious File,70,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Key Takeaways,impersonating DeskSoft’s EarthTime application
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1049,System Network Connections Discovery,60,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,targeted destination port 135
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1070.004,File Deletion,60,0,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,creation of a file
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574,,60,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1055,,50,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1003,OS Credential Dumping,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,extract credentials
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1040,Network Sniffing,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,during traffic analysis
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1041,Exfiltration Over C2 Channel,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Command and Control,Three separate Command
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1055.013,Process Doppelgänging,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Detections > Sigma,Process Execution From A Potentially Suspicious
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1090,Proxy,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Detections > Network,CnC Init
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1190,Exploit Public-Facing Application,20,1,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Diamond Model Indicators > Atomic | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Initial Access,This behavior matches
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1486,Data Encrypted for Impact,20,1,2,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Impact | Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Key Takeaways,Betruger
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1553,,20,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1553.004,Install Root Certificate,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Execution,compromised or fraudulent
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1556,,20,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1556.002,Password Filter DLL,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,ProtectedStorage
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1556.005,Reversible Encryption,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Credential Access,credential dumping
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1574.007,Path Interception by PATH Environment Variable,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Discovery,checkwrite flag
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1584,,20,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1584.005,Botnet,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Detections > Network,botnet C2 traffic
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1592,,20,0,0,,
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1592.002,Software,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Impact,linked to three
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1679,Selective Exclusion,20,1,1,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs > Case Summary,links to three
