report,technique_id,technique_name,confidence,flagged,chunk_id,heading_path,evidence,reason
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1078.002,Domain Accounts,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:5,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,authenticate as the domain admin account,The threat actor used domain admin credentials to escalate privileges.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1210,Exploitation of Remote Services,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:5,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,used PsExec to remotely deploy,The threat actor exploited remote services using PsExec and Cobalt Strike DLL beacons.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1072,Software Deployment Tools,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:5,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,escalated privileges using Windows’ Secondary Logon service,The threat actor used the Windows Secondary Logon service for privilege escalation.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1104,Multi-Stage Channels,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:6,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,deployed a custom .NET backdoor,The excerpt describes creating multiple stages for command and control using Cobalt Strike beacons.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.001,Remote Desktop Protocol,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:7,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,using RDP to access,The excerpt explicitly mentions using RDP to access a new server.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1210,Exploitation of Remote Services,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:7,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,Zerologon vulnerability,The excerpt describes exploiting the Zerologon (CVE-2020-1472) vulnerability for lateral movement.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1102.002,Bidirectional Communication,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:7,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,command and control channel,The excerpt mentions setting up an additional command and control channel.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.001,Remote Desktop Protocol,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:8,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,using RDP,The threat actor used RDP to access a new server.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1070.004,File Deletion,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:8,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,replaced the BruteRatel,The threat actor replaced the BruteRatel file with a new badger DLL.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.005,VNC,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:9,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,leveraging BackConnect VNC,The excerpt explicitly mentions VNC capabilities being used.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1070.004,File Deletion,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:9,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Case Summary,dropped a network scanning tool,The excerpt describes the adversary dropping tools on the backup server.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1608.001,Upload Malware,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:11,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,uploaded to VirusTotal,"The malware was uploaded to VirusTotal on May 9, 2024."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1070.010,Relocate Malware,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:11,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,related to a W-9 tax form,Our sample was from May and its file name was related to a W-9 tax form.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1110,Brute Force,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:11,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,utilized Brute Ratel,The malware utilized Brute Ratel.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1027,Obfuscated Files or Information,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:12,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,//,The heavily obfuscated JS file contained multiple lines starting with //.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1059.007,JavaScript,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:12,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,malicious Javascript file,A malicious Javascript file was downloaded from a malicious ad.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1140,Deobfuscate/Decode Files or Information,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:12,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Initial Access,////,"A deobfuscation workflow was identified, executing all the lines of code starting with ////."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1055.001,Dynamic-link Library Injection,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:13,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,execute the DLL,The excerpt explicitly describes injecting a DLL into a process.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1218.011,Rundll32,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:13,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,rundll32.exe,The excerpt shows using rundll32.exe to proxy execution of malicious code.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1027,Obfuscated Files or Information,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:13,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,XOR decryption,The excerpt describes an XOR decryption algorithm used for obfuscation.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1055.001,Dynamic-link Library Injection,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:14,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,wscadminui.dll,The excerpt describes injecting a DLL into a process.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1027.013,Encrypted/Encoded File,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:14,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,XOR operations,The excerpt shows the decryption of an encrypted payload using XOR operations.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.005,VNC,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:15,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,VNC modules,The excerpt mentions VNC modules being used by BackConnect.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1132,Data Encoding,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:15,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,switch to UTF-8 encoding,The excerpt shows the execution of a command to switch to UTF-8 encoding.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1055.001,Dynamic-link Library Injection,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:16,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,spawned DLLHost.exe,The excerpt mentions DLLHost.exe being spawned to inject a payload.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1003.001,LSASS Memory,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:16,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,LSASS Memory,The excerpt describes the lsassa.exe file accessing credential material in LSASS process memory.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.005,VNC,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:16,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,VNC/BackConnect,"The excerpt mentions a VNC/BackConnect component used by IcedID, but does not explicitly show the technique being used."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1574.001,DLL,70,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:16,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,encrypted payload,The excerpt describes lsassa.exe as a .NET backdoor containing an encrypted payload embedded in an assembly resource file.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1053.005,Scheduled Task,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:17,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,create a scheduled task,The excerpt describes a scheduled task being created with malicious code.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1053,Scheduled Task/Job,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:17,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,create a scheduled task,The excerpt describes a scheduled task being created with malicious code.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1202,Indirect Command Execution,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:18,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,executes the payload through the Windows,The backdoor executes commands through the Windows command interpreter.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1102.002,Bidirectional Communication,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:18,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,hxxps://cloudmeri.com/comm[.]php,The C2 server endpoint is a legitimate external Web service (cloudmeri.com/comm[.]php).
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1202,Indirect Command Execution,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:19,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,executes the payload,The backdoor executes payload through Windows command interpreter.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1027.008,Stripped Payloads,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:19,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,conceals its strings,The backdoor conceals its strings in an encrypted resource.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1027.010,Command Obfuscation,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:19,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,variable-length encoding,The backdoor uses variable-length encoding to decode obfuscated strings.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1102,Web Service,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:21,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,JSON response,The excerpt mentions a JSON response containing minified JavaScript served by Cobalt Strike C2 server.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1016.001,Internet Connection Discovery,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:21,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,similar characteristics,The excerpt shows the adversary using Virustotal searches for similar characteristics (JSON response content or the URL path /vodeo/).
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1218.011,Rundll32,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:22,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,rundll32 %ALLUSERSPROFILE%\sys.dll,The excerpt explicitly mentions using rundll32.exe to proxy execution of malicious code.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1104,Multi-Stage Channels,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:22,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,C2 pointing to resources.avtechupdate[.]com/samlss/vm.ico,The excerpt describes the use of multiple stages for command and control.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.001,Remote Desktop Protocol,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:23,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,connections to those hosts were made via RDP,The excerpt describes using RDP to connect to hosts and execute Cobalt Strike beacons.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1134.002,Create Process with Token,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:23,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Execution,RUNAS execution to create a new process”,The excerpt shows the adversary creating a new process with an existing token (Domain Admin) using RUNAS.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1547.001,Registry Run Keys / Startup Folder,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:24,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Persistence,Registry Run Key,The excerpt explicitly mentions a Registry run key being created.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1053.005,Scheduled Task,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:24,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Persistence,scheduled task,The excerpt describes the creation of a scheduled task by lsassa.exe.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1548.002,Bypass User Account Control,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:25,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Privilege Escalation,elevate uac-token-duplication,The excerpt explicitly describes using a well-documented registry hijacking method.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1548,Abuse Elevation Control Mechanism,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:26,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Privilege Escalation,UAC token duplication,The excerpt explicitly describes a UAC bypass using the elevate uac-token-duplication technique.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1068,Exploitation for Privilege Escalation,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:26,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Privilege Escalation,Privilege escalation,The excerpt mentions privilege escalation through execution of ComputerDefaults.exe with elevated privileges.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1059.001,PowerShell,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:27,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Privilege Escalation,multiple PowerShell instances were executed,The excerpt shows the execution of PowerShell instances with elevated privileges.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1055,Process Injection,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:28,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Defense Evasion,inside explorer's memory,The Brute Ratel loader launched the final stage of Latrodectus malware inside explorer's memory.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1070.004,File Deletion,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:28,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Defense Evasion,deleted more than half,The threat actor deleted more than half of the files and tools that had been downloaded on the compromised hosts.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1555.003,Credentials from Web Browsers,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:29,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,harvesting credentials,The stealer module harvested credentials from Chromium-based browsers.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1539,Steal Web Session Cookie,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:29,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,extracted email credentials,The stealer module extracted email credentials from Microsoft Outlook.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1555.003,Credentials from Web Browsers,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:30,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,COM interface manipulation,The excerpt explicitly mentions Internet Explorer credentials being obtained through COM interface manipulation.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1552.002,Credentials in Registry,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:30,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,querying Windows registry keys,The excerpt describes the adversary querying Windows registry keys for email configurations.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1539,Steal Web Session Cookie,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:31,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,shared memory region,"The excerpt explicitly states 'stealer then creates a shared memory region named 12345 and stores a pointer to the encoded data', which shows the adversary stealing web session cookies."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1555.003,Credentials from Web Browsers,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:31,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,"Firefox, IE, Edge","The excerpt mentions 'Snippet of data collection code showing Firefox, IE, Edge, and Outlook extraction functions.', indicating the adversary is acquiring credentials from web browsers."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1119,Automated Collection,50,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:31,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,base64-encoding,"The excerpt states 'The complete dataset undergoes base64-encoding', which suggests automated collection of internal data."
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1003.001,LSASS Memory,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:32,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,LSASS access,The threat actor accessed LSASS process on multiple devices.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1059.001,PowerShell,90,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:32,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,powershell -nop,The Veeam-Get-Creds.ps1 script was run from the injected spoolsv.exe process.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1518.002,Backup Software Discovery,50,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:33,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Credential Access,backup systems,The excerpt describes the threat actor targeting backup systems for destruction or virtualization infrastructure for encryption.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1482,Domain Trust Discovery,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:34,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,nltest /domain_trusts,The excerpt lists commands to query domain trusts.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1057,Process Discovery,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:34,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,systeminfo,The excerpt shows the execution of process discovery commands.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1518.001,Security Software Discovery,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:34,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,wmic.exe /node:localhost,The excerpt lists commands to query security software configurations.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1069.002,Domain Groups,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:34,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,"net group ""Domain Admins""",The excerpt shows the execution of domain group discovery commands.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1018,Remote System Discovery,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:35,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,net view REDACTED,The excerpt lists commands to get a listing of other systems by IP address.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1482,Domain Trust Discovery,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:35,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,nltest /domain_trusts,The excerpt shows the adversary gathering information on domain trust relationships.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1087.002,Domain Account,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:35,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,net user REDACTED /domain,The excerpt lists commands to get a listing of domain accounts.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1590.002,DNS,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:36,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,dnscmd /zoneprint domain.local,The threat actor issued a command to gather DNS information.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1071.004,DNS,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:36,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,the threat actors did not have the proper access to the files.,The excerpt mentions the threat actors using DNS for communication.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1021.005,VNC,100,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:37,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,BackConnect VNC,The excerpt explicitly mentions 'BackConnect VNC activity' and its execution.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1222.001,Windows Permissions,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:37,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,icacls C:,The excerpt shows the threat actor attempting to modify file permissions using `icacls`.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1222,File and Directory Permissions Modification,80,0,b7362f43-1847-4a25-bc3d-69b050cebbe8:37,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,icacls C:,This is a parent technique of T1222.001 and also applies due to the same evidence.
dfir-2025-09-29-from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusio,T1105,Ingress Tool Transfer,20,1,b7362f43-1847-4a25-bc3d-69b050cebbe8:38,From a Single Click: How Lunar Spider Enabled a Near Two- Month Intrusion > Discovery,the PowerView module,The threat actor transferred tools (PowerView module) from an external system.
